id,name,model_name,price,price_currency,body_type,source,location,drive,mileage,mileage_unit,color,year_of_manufacture,annual_insurance,torque,cylinders,fuel_type,aspiration,engine_size,transmission,horse_power,seat_material,number_of_seats,heated_seats,air_conditioning,trimming,infotainment_system,phone_connectivity,auto_start_and_stop,keyless_entry_and_push_button_start,steering_mounted_paddle_shifts,urban_consumption,fuel_tank_capacity,highway_consumption,lane_assist,reverse_camera,adaptive_cruise_control,standard_cruise_control,antilock_braking_system,automatic_brake_hold_system,tyre_pressure_monitoring_system,number_of_airbags,gps_tracker
7593,Nissan March,March,829999,KES,Hatchback,Kenyan Used,Nairobi,2WD,97736,KM,Grey,2017,34000,105,4,Petrol,Natural,1200,Automatic,78,Fabric,5,FALSE,Dual Zone,Plastic,Touchscreen Infotainment,TRUE,FALSE,TRUE,FALSE,18,41,20,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6,TRUE
7592,Toyota Landcruiser 200 series (4.6L V8),Landcruiser 200 series,5499999,KES,SUV,Kenyan Used,Nairobi,4WD,94000,KM,Black,2011,220000,450,8,Petrol,Natural,4600,Automatic,314,Leather,7,TRUE,Multi Zone,Wood,Touchscreen Infotainment,TRUE,FALSE,TRUE,TRUE,6,93,8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,9,TRUE
7591,Subaru Levorg,Levorg,1667499,KES,Station Wagon,Kenyan Used,Nairobi,AWD,99459,KM,Black,2014,66700,400,4,Petrol,Turbo/Supercharger,2000,Automatic,300,Semi Leather,5,FALSE,Dual Zone,Polished Metal,Touchscreen Infotainment,TRUE,FALSE,FALSE,TRUE,10,60,12,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6,TRUE
7590,Volkswagen Golf Variant 1.4,Golf Variant,1749999,KES,Estate,Kenyan Used,Nairobi,2WD,174000,KM,White,2016,840000,250,4,Petrol,Turbo/Supercharger,1400,Automatic,150,Leather,5,FALSE,Dual Zone,Polished Metal,Touchscreen Infotainment,TRUE,FALSE,TRUE,TRUE,18,50,20,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,6,TRUE
7589,Mitsubishi Galant,Galant,489999,KES,Saloon,Kenyan Used,Nairobi,2WD,191833,KM,White,1998,20000,195,4,Petrol,,2000,Automatic,155,Fabric,5,FALSE,Dual Zone,,,FALSE,FALSE,FALSE,FALSE,10,60,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,TRUE
7588,Peugeot 308 GT Line,308,2149999,KES,Hatchback,Foreign Used,Nairobi,2WD,124526,KM,Grey,2017,90000,370,4,Diesel,Turbo/Supercharger,2000,Automatic,150,Semi Leather,5,TRUE,Dual Zone,Polished Metal,Touchscreen Infotainment,TRUE,FALSE,TRUE,TRUE,16,53,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,9,TRUE
7587,Mercedes Benz E200,E200,4599999,KES,Saloon,Kenyan Used,Nairobi,2WD,64598,KM,Black,2016,185000,300,4,Petrol,Turbo/Supercharger,2000,Automatic,184,Leather,5,TRUE,Dual Zone,Polished Metal,Touchscreen Infotainment,TRUE,FALSE,TRUE,TRUE,14,59,16,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,9,TRUE
7586,Mercedes Benz C200,C200,3499999,KES,Saloon,Kenyan Used,Nairobi,2WD,42694,KM,Grey,2016,140000,270,4,Petrol,Turbo/Supercharger,2000,Automatic,189,Leather,5,TRUE,Dual Zone,Wood,Touchscreen Infotainment,TRUE,FALSE,TRUE,FALSE,11,60,13,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6,TRUE
7585,Lexus LX 570,Lx570,11999999,KES,SUV,Kenyan Used,Nairobi,4WD,59019,KM,Black,2017,504000,403,8,Petrol,Natural,5700,Automatic,383,Leather,7,TRUE,Multi Zone,Wood,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,6,93,8.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,TRUE
7584,Toyota Ractis,Ractis,549999,KES,Hatchback,Kenyan Used,Nairobi.,2WD,153246,KM,Grey,2009,22000,137,4,Petrol,Natural,1500,Automatic,110,Fabric,5,FALSE,Dual Zone,Plastic,Android Auto,TRUE,FALSE,FALSE,FALSE,14,,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE
7583,Subaru Forester SG5,Forester XT,699999,KES,Station Wagon,Kenyan Used,Nairobi,AWD,215365,KM,,2005,28000,300,4,Petrol,Turbo/Supercharger,2500,Automatic,200,Fabric,5,FALSE,Dual Zone,Plastic,Android Auto,FALSE,FALSE,FALSE,FALSE,9,60,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,TRUE
7582,Toyota Crown Athlete,Crown,1079998,KES,Saloon,Kenyan Used,Nairobi,2WD,87591,KM,Grey,2011,43200,250,6,Petrol,Natural,2490,Automatic,203,Fabric,5,FALSE,Dual Zone,Wood,,TRUE,FALSE,FALSE,FALSE,9.5,70,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE
7581,Mazda MPV,MPV,329999,KES,Van,Kenyan Used,Nairobi,2WD,175545,KM,Silver,2002,13200,231,6,Petrol,Natural,2490,Automatic,170,Fabric,7,FALSE,Dual Zone,,,TRUE,FALSE,FALSE,FALSE,7.7,60,11.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE
7580,Nissan Skyline,Skyline,1849999,KES,Saloon,Kenyan Used,Nairobi,2WD,137153,KM,White,2011,73600,258,6,Petrol,Natural,2500,Automatic,222,Leather,5,FALSE,Dual Zone,,Android Auto,TRUE,FALSE,TRUE,TRUE,10,65,12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6,TRUE
7579,2024 Toyota Landcruiser Prado Adventure Plus (J250).,Prado,17999999,KES,SUV,Brand New,Nairobi,4WD,35,KM,Platinum White Pearl MC,2024,720000,500,4,Diesel,Turbo/Supercharger,2800,Automatic,201,Leather,7,TRUE,Multi Zone,Wood,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,12,87,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,TRUE
7578,Volkswagen Touareg,Touareg,1380000,KES,SUV,Kenyan Used,Nairobi,AWD,105890,KM,Silver Metallic,2008,55200,360,6,Diesel,Turbo/Supercharger,3000,Automatic,237,Leather,5,TRUE,Multi Zone,Wood,,TRUE,FALSE,FALSE,FALSE,9,100,11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE
7577,Toyota Succeed,Probox / Succeed,1070000,KES,Station Wagon,Kenyan Used,Nairobi,2WD,105133,KM,Black,2016,44000,141,4,Petrol,Natural,1500,Automatic,109,Fabric,5,FALSE,Dual Zone,Plastic,,FALSE,FALSE,FALSE,FALSE,14,50,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE
7576,Toyota Noah,Noah,2350000,KES,Van,Kenyan Used,Nairobi,2WD,168986,KM,Light Blue,2017,94000,192,4,Petrol,,2000,Automatic,150,Fabric,7,FALSE,Dual Zone,Plastic,,TRUE,FALSE,FALSE,FALSE,10,55,12,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE
7574,Toyota Fortuner,Fortuner,7990000,KES,SUV,Kenyan Used,"Nairobi, Kenya",4WD,27000,KM,white,2023,330000,400,4,Petrol,,2400,Automatic,148,Leather,7,FALSE,Multi Zone,,,TRUE,TRUE,FALSE,FALSE,10,,13,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,7,FALSE
7573,Toyota Crown,Crown,2299000,KES,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,69362,KM,white,2015,84000,221,6,Petrol Hybrid,Natural,2500,Automatic,220,Leather,5,TRUE,Multi Zone,Plastic,,TRUE,TRUE,TRUE,TRUE,10,,12,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,FALSE
7572,Volkswagen Tiguan,Tiguan,1850000,KES,SUV,Kenyan Used,"Nairobi, Kenya",2WD,56909,KM,Silver,2012,74000,280,4,Petrol,,2000,Automatic,197,Fabric,5,FALSE,Multi Zone,Plastic,,TRUE,FALSE,TRUE,FALSE,10,,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,6,FALSE
7571,BMW X3,X3,570000,KES,SUV,Kenyan Used,"Nairobi, Kenya",4WD,145000,KM,Black,2004,30000,290,6,Petrol,,3000,Automatic,225,Leather,5,FALSE,Multi Zone,Wood,,TRUE,FALSE,FALSE,FALSE,9,,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,FALSE
7570,Range Rover Vogue,Range Rover Vogue,7990000,KES,SUV,Kenyan Used,"Nairobi, Kenya",4WD,154307,KM,,2014,316000,700,8,Diesel,,4400,Automatic,335,Leather,5,FALSE,Multi Zone,Wood,Touchscreen Infotainment,TRUE,TRUE,TRUE,FALSE,8,,11,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,FALSE
7569,Mitsubishi Pajero Shogun,Pajero,1499000,KES,SUV,Kenyan Used,"Nairobi, Kenya",2WD,153000,KM,,2006,60000,381,6,Diesel,Turbo/Supercharger,3000,Automatic,158,Leather,5,TRUE,Dual Zone,,,TRUE,FALSE,FALSE,FALSE,9,,12,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2,FALSE
7568,Toyota Crown,Crown,1450000,KES,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,164009,KM,Black,2011,58000,236,6,Petrol,,2500,Automatic,211,Leather,5,FALSE,Multi Zone,Plastic,,TRUE,FALSE,TRUE,FALSE,9,,11,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,FALSE
7567,Nissan Patrol,Patrol,2100000,KES,SUV,Kenyan Used,"Nairobi, Kenya",4WD,146000,KM,silver,2005,84000,354,6,Diesel,,2953,Automatic,158,Leather,7,TRUE,Multi Zone,Plastic,,TRUE,FALSE,FALSE,FALSE,9,,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE
7566,Mercedes ML350,ML350,3800000,KES,SUV,Kenyan Used,"Nairobi, Kenya",2WD,157884,KM,White,2013,152000,620,6,Petrol,,3000,Automatic,254,Leather,5,FALSE,Multi Zone,Wood,,FALSE,FALSE,TRUE,FALSE,9,,11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FALSE
7565,Toyota Landcruiser 200 series,Landcruiser 200 series,6990000,KES,SUV,Kenyan Used,"Nairobi, Kenya",2WD,146000,KM,,2010,276000,650,8,Diesel,Turbo/Supercharger,4600,Automatic,268,Leather,7,TRUE,Multi Zone,Wood,,TRUE,FALSE,TRUE,FALSE,9,,11,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,FALSE
7564,Toyota Mark X,Mark X,550000,KES,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,170550,KM,Black,2007,20000,236,6,Petrol,,2500,Automatic,211,Fabric,5,FALSE,Multi Zone,Plastic,,TRUE,FALSE,TRUE,FALSE,9,,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,7,FALSE
7563,Volkswagen Sharan,Sharan,1840000,KES,Van,Kenyan Used,Nairobi Kenya,2WD,120533,KM,black,2014,74000,170,4,Petrol,,1400,Automatic,148,Leather,7,FALSE,Multi Zone,,,TRUE,FALSE,FALSE,FALSE,14,,16,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,7,FALSE
7562,Mazda Demio,Demio,1350000,KES,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,88867,KM,black,2015,54000,113,4,Petrol,Natural,1300,Automatic,83,Fabric,5,FALSE,Multi Zone,Plastic,Mazda Connect infotainment,TRUE,TRUE,TRUE,FALSE,13,,17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE
7561,Toyota Fielder,Fielder,1450000,KES,Station Wagon,Kenyan Used,"Nairobi, Kenya",2WD,78399,KM,silver,2014,58000,145,4,Petrol,,1500,Automatic,110,Fabric,5,FALSE,Dual Zone,Plastic,,TRUE,TRUE,TRUE,FALSE,15,,17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE
7560,Honda civic,Civic,550000,KES,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,136920,KM,Black,2008,22000,166,4,Petrol Hybrid,Natural,1339,Automatic,113,Fabric,5,FALSE,Multi Zone,Plastic,,TRUE,TRUE,TRUE,FALSE,18,,25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,6,TRUE
7558,Mercedes C220,C220,3899000,KES,Saloon,Foreign Used,Nairobi Kenya,2WD,61358,KM,white,2017,156000,400,4,Petrol,,2143,Automatic,170,Leather,5,FALSE,Multi Zone,Wood,,TRUE,FALSE,FALSE,FALSE,14,,20,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE
7557,BMW X1,X1,1999000,KES,SUV,Kenyan Used,Nairobi Kenya,2WD,73000,KM,,2015,82000,270,4,Petrol,Turbo/Supercharger,2000,Automatic,184,Leather,5,FALSE,Dual Zone,Wood,BMW idrive infotainment,TRUE,FALSE,TRUE,TRUE,11,,13,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,FALSE
7556,Mercedes G350D,G350,10990000,KES,SUV,Kenyan Used,"Nairobi, Kenya",4WD,117675,KM,Grey,2016,440000,600,6,Diesel,Turbo/Supercharger,3000,Automatic,286,Leather,5,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,9,,12,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,TRUE
7555,Honda fit hybrid,Fit,690000,KES,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,199390,KM,Blue,2012,28000,144,4,Petrol,,1339,Automatic,117,Fabric,5,TRUE,Multi Zone,Plastic,,TRUE,TRUE,TRUE,FALSE,20,,27,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,FALSE
7554,Toyota Vitz,Vitz,899000,KES,Hatchback,Kenyan Used,Nairobi Kenya,2WD,76365,KM,,2015,36000,85,4,Petrol,Natural,990,Automatic,70,Fabric,5,FALSE,Multi Zone,Plastic,,TRUE,TRUE,FALSE,FALSE,16,,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,5,FALSE
7553,Subaru impreza,Impreza,920000,KES,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,143279,KM,White,2008,32800,144,4,Petrol,Turbo/Supercharger,1500,Automatic,107,Fabric,5,FALSE,Dual Zone,Plastic,,TRUE,TRUE,FALSE,FALSE,12,,15,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,7,FALSE
7552,Toyota Mark X,Mark X,1130000,KES,Saloon,Kenyan Used,Nairobi,2WD,164913,KM,Black,2009,45000,243,6,Petrol,,2500,Automatic,200,Fabric,5,FALSE,Dual Zone,Wood,Android Auto,TRUE,TRUE,TRUE,FALSE,9,,12,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,7,TRUE
7551,Mercedes C200,C200,1850000,KES,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,143000,KM,Red,2010,60000,270,4,Petrol,Turbo/Supercharger,1796,Automatic,189,Leather,5,TRUE,Multi Zone,Wood,,TRUE,FALSE,TRUE,FALSE,11,,13,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,FALSE
7549,Toyota Harrier,Harrier,3499000,KES,SUV,Foreign Used,Nairobi,2WD,62945,KM,Pearl white,2018,124000,193,4,Petrol,Natural,1990,Automatic,149,Leather,5,FALSE,Multi Zone,Wood,,TRUE,TRUE,TRUE,FALSE,12,70,15,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,7,FALSE
7548,Toyota Crown Athlete,Crown,1099999,KES,Saloon,Kenyan Used,Nairobi,AWD,140966,KM,White,2008,44000,250,6,Petrol,Natural,2500,Automatic,203,Fabric,5,FALSE,Dual Zone,Wood,Touchscreen Infotainment,FALSE,FALSE,FALSE,FALSE,9,66,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE
7547,Toyota Vanguard,Vanguard,1649999,KES,SUV,Kenyan Used,Nairobi,AWD,154364,KM,Black,2013,66000,224,4,Petrol,Natural,2400,Automatic,170,Leather,5,FALSE,Dual Zone,Carbon Fibre,Touchscreen Infotainment,FALSE,FALSE,FALSE,FALSE,9,60,12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,FALSE
7546,Toyota Kluger,Kluger,779999,KES,SUV,Kenyan Used,Nairobi,4WD,134980,KM,Black,2005,31200,224,6,Petrol,Natural,2400,Automatic,160,Leather,5,FALSE,Dual Zone,Plastic,,FALSE,FALSE,FALSE,FALSE,9,65,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE
7545,Audi Q5,Q5,3749999,KES,SUV,Kenyan Used,Nairobi,AWD,113001,KM,White,2016,150000,350,4,Petrol,Turbo/Supercharger,2000,Automatic,220,Leather,5,TRUE,Dual Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,12,75,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,TRUE
7544,Subaru Impreza,Impreza,349999,KES,Hatchback,Kenyan Used,Nairobi,AWD,172058,KM,,2005,14000,142,4,Petrol,Natural,1500,Automatic,100,Fabric,5,FALSE,Dual Zone,Plastic,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE
7543,Volkswagen Golf TSI,Golf TSI,1199999,KES,Hatchback,Kenyan Used,Nairobi,2WD,109136,KM,Silver,2014,48000,160,4,Petrol,Turbo/Supercharger,1200,Automatic,85,Fabric,5,FALSE,Dual Zone,Polished Metal,Touchscreen Infotainment,FALSE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE
7542,Toyota Mark X,Mark X,1749999,KES,Saloon,Kenyan Used,Nairobi,2WD,84660,KM,Silver,2016,70000,243,6,Petrol,Natural,2500,Automatic,203,Fabric,5,FALSE,Dual Zone,Wood,Touchscreen Infotainment,FALSE,FALSE,TRUE,TRUE,8.5,71,12,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,TRUE
7541,Toyota Vitz,Vitz,869999,KES,Hatchback,Kenyan Used,Nairobi,2WD,125932,KM,Silver,2014,32000,120,4,Petrol,Natural,1300,Automatic,95,Fabric,5,FALSE,Dual Zone,Plastic,Touchscreen Infotainment,FALSE,FALSE,FALSE,FALSE,17,42,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE
7540,Volkswagen Golf Variant,Golf Variant,949999,KES,Station Wagon,Kenyan Used,Nairobi,2WD,123709,KM,White,2011,38000,200,4,Petrol,Turbo/Supercharger,1400,Automatic,125,Fabric,5,FALSE,Dual Zone,Plastic,Touchscreen Infotainment,FALSE,FALSE,FALSE,FALSE,18,51,21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE
7539,Toyota Harrier,Harrier,2849999,KES,SUV,Kenyan Used,Nairobi,2WD,91421,KM,Black,2014,114000,193,4,Petrol,Natural,2000,Automatic,151,Leather,5,FALSE,,Wood,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,12,60,15,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
7537,Mercedes Benz E250,E250,3149999,KES,Saloon,Kenyan Used,Nairobi,AWD,100000,KM,Silver,2015,126000,500,4,Diesel,Turbo/Supercharger,2200,Automatic,204,Leather,5,TRUE,Dual Zone,Wood,Mercedes Command infotainment,TRUE,FALSE,TRUE,TRUE,15,60,18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,TRUE
7536,Mazda Demio,Demio,719999,KES,Hatchback,Kenyan Used,Nairobi,2WD,100000,KM,White,2013,28800,116,4,Petrol,Natural,1300,Automatic,84,Fabric,5,FALSE,Dual Zone,Plastic,Touchscreen Infotainment,FALSE,TRUE,FALSE,FALSE,20,43,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE
7535,Honda Fit,Fit,699999,KES,Hatchback,Kenyan Used,Nairobi,2WD,100000,KM,White,2010,28000,127,4,Petrol,Natural,1300,Automatic,99,Fabric,5,FALSE,Dual Zone,Plastic,Touchscreen Infotainment,FALSE,FALSE,TRUE,FALSE,19,42,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE
7534,Porsche Cayenne GTS,Cayenne,14659000,KES,SUV,Foreign Used,Japan,AWD,21000,KM,White,2020,586000,620,8,Petrol,Turbo/Supercharger,4000,Automatic,453,Leather,5,TRUE,Dual Zone,Wood,Porsche PCM infotainment,TRUE,TRUE,TRUE,TRUE,7,90,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,TRUE
7533,Toyota Rush,Rush,2849999,KES,SUV,Kenyan Used,Nairobi,4WD,38100,KM,White,2019,108000,136,4,Petrol,Natural,1500,Automatic,103,Fabric,7,FALSE,Dual Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,FALSE,FALSE,12,45,16,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,6,TRUE
7532,Mazda CX5,Cx5,2149999,KES,SUV,Kenyan Used,Nairobi,2WD,107776,KM,White,2015,86000,210,4,Petrol,Natural,2000,Automatic,162,Fabric,5,FALSE,Dual Zone,Plastic,,TRUE,FALSE,TRUE,TRUE,12,56,16,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,6,TRUE
7531,BMW 116i,116i,1449999,KES,Hatchback,Kenyan Used,Nairobi,2WD,69479,KM,Black,2014,57999,220,4,Petrol,Turbo/Supercharger,1600,Automatic,136,Semi Leather,5,FALSE,,,,FALSE,FALSE,FALSE,FALSE,10,61,14,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,6,FALSE
7530,Mazda Demio,Demio,589999,KES,Hatchback,Kenyan Used,Nairobi,2WD,172500,KM,Silver,2011,23600,120,4,Petrol,Natural,1300,Automatic,84,Fabric,5,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE
7528,Toyota Hiace,Hiace,3788000,KES,Van,Foreign Used,Japan,2WD,88000,KM,Black,2018,151520,182,4,Petrol,Natural,2000,Automatic,134,Leather,5,FALSE,Dual Zone,Polished Metal,Touchscreen Infotainment,TRUE,FALSE,FALSE,FALSE,9,70,12,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE
7527,Lexus NX200t,NX200T,4720000,KES,SUV,Foreign Used,Japan,AWD,35000,KM,Black,2018,188800,350,4,Petrol,Turbo/Supercharger,2000,Automatic,235,Leather,5,TRUE,Dual Zone,Wood,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,10,60,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7,TRUE
7526,Toyota Landcruiser Prado,Landcruiser,2999999,KES,SUV,Kenyan Used,"Nairobi, Kenya",4WD,137000,KM,White,2010,120000,267,4,Petrol,Natural,2700,Automatic,163,Fabric,5,FALSE,Multi Zone,Plastic,Touchscreen Infotainment,TRUE,TRUE,TRUE,FALSE,9,,11,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,6,TRUE
7525,Subaru Forester XT,Forester XT,949999,KES,SUV,Kenyan Used,"Nairobi, Kenya",AWD,195000,KM,Blue,2003,38000,320,4,Petrol,Turbo/Supercharger,2000,Manual,220,Alcantara,5,FALSE,,,Touchscreen Infotainment,TRUE,TRUE,TRUE,FALSE,9,,11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,5,TRUE
7524,Toyota Landcruiser 80 Series,Landcruiser 80 Series,2549999,KES,SUV,Kenyan Used,"Nairobi, Kenya",4WD,241000,KM,Black,1993,102000,361,6,Diesel,Turbo/Supercharger,4200,Automatic,168,Leather,5,FALSE,,,,FALSE,FALSE,FALSE,FALSE,8,,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE
7523,Toyota Fielder,Fielder,1849999,KES,Station Wagon,Foreign Used,"Nairobi, Kenya",2WD,131000,KM,Silver,2017,74000,165,4,Petrol Hybrid,Natural,1500,Automatic,130,Fabric,5,FALSE,Dual Zone,,Touchscreen Infotainment,TRUE,TRUE,TRUE,FALSE,18,,20,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,6,TRUE
7522,Honda Vezel,Vezel,2399999,KES,SUV,Kenyan Used,"Nairobi, Kenya",AWD,125000,KM,Grey,2017,96000,165,4,Petrol Hybrid,Natural,1500,Automatic,130,Fabric,5,FALSE,,,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,18,,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
7521,Mercedes Benz E250,E250,4999999,KES,Saloon,Foreign Used,"Nairobi, Kenya",2WD,109000,KM,White,2016,208000,350,4,Petrol,Turbo/Supercharger,2000,Automatic,211,Leather,5,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,11,,13,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
7519,Toyota Noah,Noah,789999,KES,Van,Kenyan Used,"Nairobi, Kenya",2WD,236000,KM,Silver,2008,31600,195,4,Petrol,Natural,2000,Automatic,155,Leather,7,FALSE,Multi Zone,,,TRUE,TRUE,TRUE,FALSE,10,,12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6,TRUE
7518,Toyota Landcruiser Prado,Landcruiser,5499999,KES,SUV,Kenyan Used,"Nairobi, Kenya",4WD,171000,KM,Black,2017,220000,450,4,Diesel,Turbo/Supercharger,2800,Automatic,174,Leather,7,TRUE,Multi Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,TRUE,FALSE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
7517,Subaru Forester XT,Forester XT,749999,KES,SUV,Kenyan Used,"Nairobi, Kenya",AWD,198000,KM,Blue,2003,30000,300,4,Petrol,Turbo/Supercharger,2000,Automatic,200,Leather,5,FALSE,,Polished Metal,Touchscreen Infotainment,TRUE,FALSE,FALSE,FALSE,9,,11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,TRUE
7516,Nissan Note,Note,1249999,KES,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,135000,KM,White,2017,50000,94,3,Petrol,Natural,1200,Automatic,78,Fabric,5,FALSE,Dual Zone,Plastic,,FALSE,TRUE,TRUE,FALSE,16,,18,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5,TRUE
7511,Volvo XC60,XC60,1999999,KES,SUV,Kenyan Used,"Nairobi, Kenya",2WD,136000,KM,White,2015,80000,320,4,Petrol,Turbo/Supercharger,2000,Automatic,240,Leather,5,TRUE,Multi Zone,Polished Metal,Apple Car play,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
