id,name,model_name,price,price_currency,body_type,source,location,drive,mileage,mileage_unit,color,year_of_manufacture,annual_insurance,torque,cylinders,fuel_type,aspiration,engine_size,transmission,horse_power,seat_material,number_of_seats,heated_seats,air_conditioning,trimming,infotainment_system,phone_connectivity,auto_start_and_stop,keyless_entry_and_push_button_start,steering_mounted_paddle_shifts,urban_consumption,fuel_tank_capacity,highway_consumption,lane_assist,reverse_camera,adaptive_cruise_control,standard_cruise_control,antilock_braking_system,automatic_brake_hold_system,tyre_pressure_monitoring_system,number_of_airbags,gps_tracker
5899,Mercedes-Benz AMG GLE53,GLE 53,15795999,KES,SUV,Foreign Used,Japan,AWD,54000,KM,Blue,2021,631839,560,6,Petrol Hybrid,Turbo/Supercharger,3000,Automatic,450,Leather,7,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,11,,13,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5898,Toyota Landcruiser Prado TZ-G,Prado,7833035,KES,SUV,Foreign Used,Japan,4WD,41000,KM,Bronze,2018,313324,450,4,Petrol,,2800,Automatic,174,Leather,7,TRUE,Multi Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,TRUE,FALSE,9,,11,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5897,Audi SQ5,SQ5,11901399,KES,SUV,Foreign Used,United Kingdom,AWD,36000,Miles,Blue,2020,476055,700,6,Diesel,Turbo/Supercharger,3000,Automatic,347,Leather,5,TRUE,Multi Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,9,,11,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5896,Landrover Defender 110,Defender,12099999,KES,SUV,Foreign Used,Japan,4WD,21000,KM,Black,2020,483999,400,4,Petrol,Turbo/Supercharger,2000,Automatic,300,Leather,5,TRUE,Multi Zone,Polished Metal,Apple Car play,TRUE,TRUE,TRUE,TRUE,9,,11,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,TRUE
5895,Audi Q5,Q5,4669999,KES,SUV,Foreign Used,Japan,AWD,80000,KM,White,2018,187000,370,4,Petrol,Turbo/Supercharger,2000,Automatic,252,Semi Leather,5,TRUE,Multi Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5894,Toyota Landcruiser Prado TZ-G,Landcruiser,7779999,KES,SUV,Foreign Used,Japan,4WD,73000,KM,White,2018,311200,450,4,Diesel,Turbo/Supercharger,2800,Automatic,184,Leather,7,TRUE,Multi Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,9,,11,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5893,Mercedes Benz GLE450H,GLE450,10363300,KES,SUV,Foreign Used,Japan,AWD,51500,KM,White,2019,414532,500,6,Petrol,Turbo/Supercharger,3000,Automatic,357,Leather,7,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,TRUE
5891,Volkswagen Golf TSI,Golf TSI,1349999,KES,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,103655,KM,Blue,2014,54000,180,4,Petrol,Turbo/Supercharger,1200,Automatic,109,Fabric,5,FALSE,Multi Zone,Plastic,Apple Car play,TRUE,TRUE,TRUE,TRUE,16,,18,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5890,Nissan Note,Note,1599999,KES,Hatchback,Foreign Used,Japan,2WD,81000,KM,Silver,2018,64000,106,4,Petrol,,1200,Automatic,78,Fabric,5,FALSE,Dual Zone,Plastic,,TRUE,TRUE,TRUE,FALSE,14,,16,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5,TRUE
5889,Mercedes Benz C200,C200,5929999,KES,Saloon,Foreign Used,Japan,2WD,6000,KM,White,2019,237200,350,4,Petrol Hybrid,Turbo/Supercharger,1500,Automatic,184,Leather,5,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,14,,16,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5888,Toyota Landcruiser Prado J120,Landcruiser,1679999,KES,SUV,Kenyan Used,"Nairobi, Kenya",4WD,225000,KM,Silver,2007,67200,420,4,Petrol,Turbo/Supercharger,3000,Automatic,178,Leather,7,TRUE,Multi Zone,Plastic,Touchscreen Infotainment,FALSE,FALSE,FALSE,FALSE,9,,111,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,2,TRUE
5885,Mazda Atenza,Atenza,2579999,KES,Saloon,Foreign Used,"Nairobi, Kenya",2WD,80300,KM,Grey,2017,103199.96,210,4,Petrol,,2000,Automatic,158,Fabric,5,FALSE,Multi Zone,Polished Metal,Mazda Connect infotainment,TRUE,TRUE,TRUE,TRUE,12,,14,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5883,Toyota Landcruiser Prado TZ-G,Landcruiser,9169999,KES,SUV,Foreign Used,Japan,4WD,28000,KM,Black,2018,367000,450,4,Diesel,Turbo/Supercharger,2800,Automatic,184,Leather,7,TRUE,Multi Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,TRUE,FALSE,9,,11,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,8,TRUE
5882,Mercedes Benz GLC 220,GLC,5219999,KES,SUV,Foreign Used,Japan,AWD,65000,KM,White,2018,208799,400,4,Diesel,Turbo/Supercharger,2200,Automatic,168,Fabric,5,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,12,,14,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5881,Audi Q2,Q2,2789999,KES,SUV,Foreign Used,Japan,2WD,47000,KM,White,2017,111599,200,3,Petrol,,1000,Automatic,116,Fabric,5,TRUE,Multi Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,18,,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5879,Mercedes Benz GLC 250,GLC,4499999,KES,SUV,Foreign Used,Japan,AWD,115000,KM,Black,2017,180000,350,4,Petrol,Turbo/Supercharger,2000,Automatic,211,Leather,5,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5878,Subaru Forester,Forester,2941999,KES,SUV,Foreign Used,Japan,AWD,41000,KM,Black,2017,117680,195,4,Petrol,Natural,2000,Automatic,155,Fabric,5,TRUE,Multi Zone,Plastic,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5877,Range Rover Sport,Range Rover Sport,7499999,KES,SUV,Foreign Used,Japan,4WD,80000,KM,Blue,2017,300000,450,6,Petrol,Turbo/Supercharger,3000,Automatic,340,Leather,5,TRUE,Multi Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,9,,11,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5876,Mercedes Benz A180,A180,3289999,KES,Hatchback,Foreign Used,Japan,2WD,36000,KM,White,2017,131600,200,4,Petrol,,1600,Automatic,120,Semi Leather,5,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,12,,14,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5875,Range Rover Vogue,Range Rover Vogue,12699999,KES,SUV,Foreign Used,Japan,4WD,58000,KM,Black,2017,508000,600,6,Diesel,Turbo/Supercharger,3000,Automatic,250,Leather,5,TRUE,Multi Zone,Polished Metal,Apple Car play,TRUE,TRUE,TRUE,TRUE,9,,11,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,TRUE
5874,Subaru Levorg,Levorg,2679999,KES,Station Wagon,Foreign Used,Japan,AWD,89000,KM,Red,2017,107200,250,4,Petrol,Turbo/Supercharger,1600,Automatic,167,Fabric,5,TRUE,Multi Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,12,,14,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5873,Bentley Continental GTC,Continental,33899999,KES,Convertible,Foreign Used,United Kingdom,AWD,10000,Miles,White,2021,1355999,770,8,Petrol,Turbo/Supercharger,4000,Automatic,542,Leather,4,TRUE,Multi Zone,Polished Metal,Apple Car play,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5872,Lexus RX200T,Rx200T,6361999,KES,SUV,Foreign Used,Japan,AWD,85000,KM,Black,2017,254480,345,4,Petrol,Turbo/Supercharger,2000,Automatic,235,Leather,5,TRUE,Multi Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5871,Audi A8,A8,8325999,KES,Saloon,Foreign Used,United Kingdom,AWD,59000,Miles,Silver,2019,333040,601,6,Petrol,Turbo/Supercharger,3000,Automatic,282,Leather,5,TRUE,Multi Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,9,,11,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5870,Lexus LX570,Lx570,15819715,KES,SUV,Foreign Used,Japan,4WD,84000,KM,White,2017,632788.6,530,8,Petrol,Natural,5700,Automatic,383,Leather,7,TRUE,Multi Zone,,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,6,,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,TRUE
5869,Toyota Harrier,Harrier,3786099,KES,SUV,Foreign Used,Japan,2WD,118000,KM,Black,2018,151444,196,4,Petrol,Natural,2000,Automatic,155,Leather,5,TRUE,Multi Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,TRUE,FALSE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5868,Volkswagen Golf R,Golf R,4249999,KES,Hatchback,Foreign Used,Japan,AWD,64000,KM,White,2017,170000,400,4,Petrol,Turbo/Supercharger,2000,Automatic,300,Leather,5,TRUE,Multi Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5867,Toyota Landcruiser ZX,Landcruiser 200 series,11836999,KES,SUV,Foreign Used,Japan,4WD,56000,KM,White,2017,473480,450,8,Petrol,,4600,Automatic,383,Leather,7,TRUE,Multi Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,TRUE,FALSE,9,,11,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5866,Range Rover Sport,Range Rover Sport,10099999,KES,SUV,Foreign Used,United Kingdom,4WD,80000,Miles,Grey,2017,404000,740,8,Diesel,Turbo/Supercharger,4400,Automatic,334,Leather,5,TRUE,Multi Zone,Polished Metal,Apple Car play,TRUE,TRUE,TRUE,TRUE,9,,11,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5865,Toyota Fielder,Fielder,1859999,KES,Station Wagon,Foreign Used,Japan,2WD,76000,KM,White,2017,74400,180,4,Petrol Hybrid,Natural,1500,Automatic,130,Semi Leather,5,FALSE,Multi Zone,Plastic,Touchscreen Infotainment,TRUE,TRUE,TRUE,FALSE,32,,34,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,6,TRUE
5864,Mercedes Benz AMG S63L,S63,13279999,KES,Saloon,Foreign Used,Japan,AWD,133000,KM,Black,2018,531200,900,8,Petrol,Turbo/Supercharger,4000,Automatic,604,Leather,4,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,8,,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,10,TRUE
5863,Mercedes Benz S320,S320,979999,KES,Saloon,Kenyan Used,"Nairobi, Kenya",4WD,159000,KM,Blue,1997,39200,315,6,Petrol,Natural,3200,Automatic,228,Leather,5,FALSE,Multi Zone,Wood,Touchscreen Infotainment,FALSE,FALSE,FALSE,FALSE,8,,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,FALSE
5862,Ford Ranger Raptor,Raptor,5399999,KES,Double Cab,Foreign Used,Thailand,4WD,21000,KM,Blue,2018,215999,500,4,Diesel,Turbo/Supercharger,2000,Automatic,213,Leather,5,TRUE,Dual Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,9,,11,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5861,Audi A5,A5,4135399,KES,Saloon,Foreign Used,Japan,AWD,69000,KM,White,2017,165416,370,4,Petrol,Turbo/Supercharger,2000,Automatic,252,Leather,5,TRUE,Multi Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5860,Mercedes Benz GLE350D,GLE350,7319999,KES,SUV,Foreign Used,Japan,AWD,65000,KM,Blue,2018,292800,620,6,Diesel,,3000,Automatic,255,Leather,5,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,9,,11,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,7,TRUE
5859,Range Rover Sport,Range Rover Sport,17899999,KES,SUV,Foreign Used,United Kingdom,4WD,35000,KM,Blue,2018,716000,681,8,Petrol,Turbo/Supercharger,5000,Automatic,550,Semi Leather,5,TRUE,Multi Zone,Carbon Fibre,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,8,,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5858,Peugeot  3008,3008,3412999,KES,SUV,Foreign Used,Japan,2WD,49000,KM,Black,2018,136800,240,4,Petrol,Turbo/Supercharger,1600,Automatic,154,Semi Leather,5,TRUE,Multi Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,14,,16,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5857,Ferrari Carlifonia,California,26479999,KES,Coupe,Foreign Used,Japan,2WD,18000,KM,White,2017,1060000,755,60,Petrol,Turbo/Supercharger,3900,Automatic,,Leather,4,TRUE,Dual Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,8,,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5856,Nissan Skyline,Skyline,2459999,KES,Saloon,Foreign Used,Japan,2WD,122000,KM,White,2018,106000,350,4,Petrol,Turbo/Supercharger,2000,Automatic,211,Leather,5,TRUE,Multi Zone,Polished Metal,Touchscreen Infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5855,Mercedes Benz C200,C200,549999,KES,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,184000,Miles,Silver,1996,22000,190,4,Petrol,Natural,,Automatic,155,Fabric,5,FALSE,,,,FALSE,FALSE,FALSE,FALSE,10,,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE
5854,Subaru Impreza,Impreza,779999,KES,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,192000,KM,Blue,2008,28000,127,4,Petrol,,1500,Automatic,101,Fabric,5,FALSE,Dual Zone,Plastic,Touchscreen Infotainment,TRUE,FALSE,TRUE,FALSE,12,,14,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,FALSE
5851,Toyota Aqua,Aqua,749999,KES,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,170000,KM,Silver,2012,30000,111,4,Petrol Hybrid,,1500,Automatic,101,Fabric,5,FALSE,Dual Zone,Plastic,Touchscreen Infotainment,TRUE,TRUE,TRUE,FALSE,32,,34,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,TRUE
5849,Ford Ranger Wildtrack,Wildtrack,4649999,KES,Double Cab,Foreign Used,Thailand,4WD,141000,KM,Orange,2017,186000,470,5,Diesel,Turbo/Supercharger,3200,Automatic,197,Semi Leather,5,TRUE,Multi Zone,Polished Metal,Touchscreen Infotainment,TRUE,FALSE,TRUE,TRUE,9,,11,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,TRUE
5848,Mercedes Benz AMG GLE 53,GLE 53,25153140,KES,SUV,Foreign Used,United Kingdom,AWD,9300,Miles,Grey,2023,1000000,560,6,Petrol Hybrid,Turbo/Supercharger,3000,Automatic,450,Leather,5,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,TRUE
5847,Mazda CX5,Cx5,2669999,KES,SUV,Foreign Used,Japan,2WD,136000,KM,Red,2017,106800,420,4,Diesel,Turbo/Supercharger,2200,Automatic,173,Fabric,5,FALSE,Multi Zone,Plastic,Mazda Connect infotainment,TRUE,TRUE,TRUE,FALSE,11,,13,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,6,TRUE
5846,BMW X1,X1,2989318,KES,SUV,Foreign Used,Japan,AWD,100000,KM,White,2018,120000,350,4,Petrol,Turbo/Supercharger,2000,Automatic,228,Leather,5,TRUE,Multi Zone,Polished Metal,BMW idrive infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5845,Porsche Cayenne GTS,Cayenne,31229999,KES,SUV,Foreign Used,United Kingdom,AWD,10,Miles,Grey,2024,1280000,660,8,Petrol,Turbo/Supercharger,4000,Automatic,493,Leather,5,TRUE,Multi Zone,Polished Metal,Porsche PCM infotainment,TRUE,TRUE,TRUE,TRUE,8,,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5843,Audi Q3,Q3,3341999,KES,SUV,Foreign Used,Japan,2WD,36000,KM,Black,2017,133680,250,4,Petrol,Turbo/Supercharger,1400,Automatic,150,Fabric,5,FALSE,Multi Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,14,,16,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5842,Mercedes Benz GLC 250,GLC,4949999,KES,SUV,Kenyan Used,"Nairobi, Kenya",AWD,111000,KM,White,2016,168000,350,4,Petrol,Turbo/Supercharger,2000,Automatic,211,Leather,5,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5839,BMW X1,X1,2849999,KES,SUV,Kenyan Used,"Nairobi, Kenya",2WD,62000,KM,Silver,2016,120000,200,3,Petrol,Turbo/Supercharger,1500,Automatic,141,Semi Leather,5,TRUE,Multi Zone,Polished Metal,BMW idrive infotainment,TRUE,TRUE,TRUE,FALSE,14,,16,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5838,Toyota Axio,Axio,2099999,KES,Saloon,Foreign Used,"Nairobi, Kenya",2WD,61000,KM,White,2016,84000,180,4,Petrol Hybrid,Natural,1500,Automatic,130,Semi Leather,5,FALSE,Dual Zone,Plastic,Touchscreen Infotainment,TRUE,TRUE,TRUE,FALSE,32,,34,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5,TRUE
5837,Toyota Hilux,Hilux,4499999,KES,Double Cab,Kenyan Used,"Nairobi, Kenya",4WD,69240,Miles,Silver,2016,180000,383,4,Diesel,Turbo/Supercharger,2500,Manual,144,Fabric,5,FALSE,Dual Zone,Plastic,Touchscreen Infotainment,TRUE,FALSE,TRUE,FALSE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5,TRUE
5835,Mazda CX5,Cx5,3799999,KES,SUV,Foreign Used,"Nairobi, Kenya",AWD,119999,KM,Red,2018,152000,420,4,Diesel,Turbo/Supercharger,2200,Automatic,173,Leather,5,TRUE,Multi Zone,Polished Metal,Mazda Connect infotainment,TRUE,TRUE,TRUE,TRUE,10,,13,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,TRUE
5834,Porsche Cayenne,Cayenne,8499999,KES,SUV,Foreign Used,"Nairobi, Kenya",AWD,51000,KM,Brown,2018,340000,400,6,Petrol,Turbo/Supercharger,3600,Automatic,300,Semi Leather,5,TRUE,Multi Zone,Polished Metal,Porsche PCM infotainment,TRUE,TRUE,TRUE,TRUE,9,,11,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5833,Mercedes-Benz C200,C200,3149999,KES,Saloon,Kenyan Used,"Nairobi, Kenya",2WD,93000,KM,Black,2014,126000,350,4,Petrol,Turbo/Supercharger,2000,Automatic,184,Leather,5,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,TRUE
5832,Nissan Note,Note,1169999,KES,Hatchback,Kenyan Used,"Nairobi, Kenya",2WD,27000,KM,Silver,2017,48000,106,3,Petrol,Natural,1200,Automatic,78,Fabric,5,FALSE,Dual Zone,Plastic,Touchscreen Infotainment,TRUE,TRUE,TRUE,FALSE,16,,18,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5,TRUE
5830,Toyota Wish,Wish,649999,KES,Van,Kenyan Used,"Nairobi, Kenya",4WD,300000,KM,Blue,2005,24000,164,4,Petrol,Natural,1800,Automatic,131,Fabric,7,FALSE,Dual Zone,Plastic,Touchscreen Infotainment,FALSE,FALSE,FALSE,FALSE,11,,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,FALSE
5828,Volvo XC60 T6 AWD,XC60,3199999,KES,SUV,Kenyan Used,"Nairobi, Kenya",AWD,55000,KM,Brown,2015,128000,400,6,Petrol,Turbo/Supercharger,2000,Automatic,300,Leather,5,TRUE,Multi Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,TRUE
5827,Mercedes Benz C200,C200,4499999,KES,Saloon,Foreign Used,"Nairobi, Kenya",2WD,60000,KM,Silver,2017,178000,350,4,Petrol,,2000,Automatic,184,Leather,5,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,7,TRUE
5824,Subaru XV,XV,1979999,KES,Hatchback,Kenyan Used,"Nairobi, Kenya.",AWD,52000,KM,,2015,72000,221,4,Petrol Hybrid,Natural,2000,Automatic,160,Fabric,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,FALSE,TRUE,TRUE,12,,14,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,7,TRUE
5823,Mercedes Benz C200,C200,4299999,KES,Saloon,Foreign Used,"Nairobi, Kenya.",2WD,31000,KM,,2017,147000,350,4,Petrol,Turbo/Supercharger,2000,Automatic,184,Leather,5,TRUE,Dual Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,9,TRUE
5821,Toyota Fielder,Fielder,1499999,KES,Station Wagon,Kenyan Used,"Nairobi, Kenya.",2WD,141000,KM,,2015,63000,138,4,Petrol,Natural,1500,Automatic,109,Leather,5,FALSE,,,Android Auto,TRUE,FALSE,FALSE,FALSE,14,,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,TRUE
5820,BMW X5,X5,2249999,KES,SUV,Kenyan Used,"Nairobi, Kenya.",AWD,175000,KM,,2010,88000,400,6,Petrol,Turbo/Supercharger,3000,Automatic,302,Leather,5,FALSE,Dual Zone,Polished Metal,BMW idrive infotainment,TRUE,FALSE,FALSE,FALSE,9,,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,8,TRUE
5819,Subaru Legacy,Legacy,1349999,KES,Station Wagon,Kenyan Used,"Nairobi, Kenya.",AWD,130000,KM,,2012,54000,235,4,Petrol,Natural,2500,Automatic,173,Fabric,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,FALSE,TRUE,FALSE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,8,TRUE
5816,Mitsubishi ASX,RVR,1599999,KES,SUV,Kenyan Used,"Nairobi, Kenya.",2WD,190000,KM,,2018,63000,199,4,Petrol,Natural,2000,Automatic,156,Fabric,5,FALSE,,,Android Auto,TRUE,FALSE,FALSE,FALSE,10,,12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,7,TRUE
5814,Audi A3,A3,2349999,KES,Hatchback,Foreign Used,"Nairobi, Kenya.",2WD,76000,KM,,2017,88000,250,4,Petrol,Turbo/Supercharger,1400,Automatic,150,Fabric,5,FALSE,Dual Zone,,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,14,,16,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,8,TRUE
5813,Subaru Forester,Forester,3999999,KES,SUV,Foreign Used,"Nairobi, Kenya.",AWD,92000,KM,,2018,140000,236,4,Petrol,Natural,2500,Automatic,182,Fabric,5,TRUE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,TRUE
5810,Volvo XC60,XC60,3999999,KES,SUV,Foreign Used,"Nairobi, Kenya.",AWD,48000,KM,,2017,140000,400,4,Diesel,Turbo/Supercharger,2000,Automatic,187,Leather,5,TRUE,Dual Zone,Wood,Android Auto,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,TRUE
5809,Nissan Bluebird,Bluebird,449999,KES,Saloon,Kenyan Used,"Nairobi, Kenya.",2WD,219000,KM,,2001,20000,163,4,Petrol,Natural,1800,Automatic,118,Fabric,5,FALSE,,,,TRUE,FALSE,FALSE,FALSE,11,,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,TRUE
5804,Toyota Axio,Axio,1779999,KES,Saloon,Foreign Used,"Nairobi, Kenya.",2WD,38000,KM,,2017,68000,130,4,Petrol,Natural,1500,Automatic,110,Fabric,5,FALSE,,,Android Auto,TRUE,TRUE,FALSE,FALSE,14,,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,7,TRUE
5802,Mazda Demio,Demio,1379999,KES,Hatchback,Foreign Used,"Nairobi, Kenya.",2WD,148000,KM,,2017,58500,102,4,Petrol,Natural,1300,Automatic,94,Fabric,5,FALSE,,,Android Auto,TRUE,TRUE,TRUE,FALSE,16,,18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,7,TRUE
